0.1024,0.12603,0.1369,0.09,0.00303,0.06503
0.0576,0.2116,0.03063,0.09303,0.04623,0.23523
0.09923,0.17223,0.0144,0.08123,0.15603,0.0064
0.16,0.11903,0.14823,0.0529,0.1225,0.0225
4.00E-04,0.1369,0.04203,0.01103,0.06503,0.0784
0.0784,0.27563,0.02103,0.0729,0.0784,0.00123
0.01,1.00E-04,0.11223,0.25,0.05523,0.28623
0.08123,0.00903,0.1296,4.00E-04,0.17223,0.3025
1.00E-04,0.0625,0.0729,0.1681,0.00723,0.0676
0.0025,0.10563,0.0121,0.09923,0.11903,0.0676
0.0576,0.0625,0.0121,0.0676,1.00E-04,0.0729
0.10563,0.0784,0.06503,0.1849,0.0841,0.25
0.0256,0.2401,0.0036,0.08703,0.0256,0.30803
0.04623,0.19803,0.0196,0.18063,0.0729,0.19803
0.08123,0.0961,0.01,0.23523,0.0225,0.28623
0.0196,0.19803,0.00903,0.22563,0.09303,0.03423
0.0289,0.29703,0.1296,0.29703,0.0256,0.18923
0.0961,0.26523,0.01,0.0025,0.0049,0.03423
0.00303,0.2209,9.00E-04,0.05523,0.1296,0.0064
0.0196,0.0729,0.1369,0.26523,0.0784,0.2304
0.13323,0.1024,1.00E-04,0.0676,0.04203,0.11223
0.02723,0.0484,0.0025,0.0729,0.0121,0.0121
0.0484,0.2401,0.03423,0.2601,0.04203,0.20703
0.00903,0.3025,0.07563,0.07563,0.1156,0.05063
0.1024,0.0049,0.0324,0.17223,0.01323,0.0256
0.08703,0.09303,0.00303,0.24503,2.25E-04,0.14823
0.0036,0.1681,0.0784,0.01103,0.13323,0.1681
0.00563,0.2916,0.13323,0.1936,0.04203,0.2025
0.1521,0.11903,0.07563,0.25,0.07563,0.18063
0.05523,0.25503,0.0025,0.16403,0.00903,0.16403
0.08703,0.1764,4.00E-04,0.14063,0.03063,0.26523
1.00E-04,0.2025,0.0324,0.0025,0.05523,0.17223
0.1521,0.30803,0.1225,4.00E-04,0.12603,0.18923
0.0625,0.30803,0.06003,0.0441,0.09923,0.28623
0.0841,0.03063,0.01,0.0441,6.25E-04,0.26523
0.03423,0.14063,0.09,0.29703,0.1681,0.2209
0.0036,0.2209,0.0064,4.00E-04,0.05523,0.08123
0.16403,0.1764,4.00E-04,0.03063,9.00E-04,0.3136
0.11223,0.14823,0.0025,0.09923,0.0016,0.25503
0.00123,0.30803,0,0.1024,0.00203,0.20703
0.0289,0.24503,2.50E-05,0.03803,0.00423,0.02103
0.03063,0.0961,0.11903,6.25E-04,0.05523,0.3136
0.0784,0.27563,0.0016,0.11223,0.1024,2.25E-04
0.02403,0.08703,0.1764,0.0841,0.0729,0.0289
0.1089,0.0324,6.25E-04,0.16,6.25E-04,0.11903
0.0484,0.08703,0.0025,0.2401,0.0484,0.00903
0.01563,0.0361,0.0529,0.01,0.1089,0.0576
0.14823,0.0016,6.25E-04,0.25503,0.0196,0.22563
0.00423,0.2116,0.16,0.14063,0.00423,0.16
0.0196,0.1444,9.00E-04,0.00723,0.1089,0.09
0.1024,0.04,0.06003,0.2916,0.1764,0.1849
0.0289,0.1225,0.0121,0.2601,9.00E-04,0.06003
0.05063,0.1024,0.0121,0.06003,0.00123,0.1849
0.08123,0.06503,0.03063,0.2704,0.0169,0.2916
0.02103,0.03803,0.1024,0.0784,0.08703,0.0529
2.50E-05,0.1089,0.1089,0.01323,0.00723,0.0784
0.0484,0.3136,0.1521,0.09,0.05063,0.11223
0.06003,0.10563,0.01103,0.3025,0.00303,0.1764
0.09923,0.14823,0.14063,0.24503,0.00723,0.11903
0.07563,0.2601,0.1681,0.18063,0.02103,0.18923
0.03063,0.0196,0.04203,0.0729,0.1089,0.00203
0.05523,0.11223,0.0576,0.25503,0.03803,0.00123
0.08703,0.01103,0.01563,0.0676,0.08123,0.17223
0.1296,0.11903,0.08123,0.1764,0.08123,0.16
0.00903,0.05523,0.00203,0.07023,0.0529,9.00E-04
9.00E-04,0.16403,0.00123,0.20703,0.02723,0.04203
0.1369,0.2116,0.00903,0.18063,0.03423,0.0484
0.0625,0.01323,0.1764,0.1681,0.0169,0.0784
0.00423,0.0576,0.0121,0.0529,0.03063,0.1444
0.0729,0.0016,0.1089,0.0036,0.03423,0.0064
9.00E-04,0.27563,0.1681,0.06003,0.0484,0.02103
0.01323,0.0841,0.0289,0.29703,0.0036,0.0961
0.0841,0.0841,0.0484,0.0016,0.17223,0.08703
0.04203,0.2025,0.0441,0.0064,0.1521,0.03423
0.07023,0.0841,0.0225,0.05063,0.00903,0.09923
0.11223,0.0196,0.08123,0.18923,0.1089,0.05523
2.25E-04,0.0676,0.17223,0.2304,0.00303,0.1681
0.02723,0.2809,0.09923,0.00563,0.08123,0.2304
0.1521,0.03063,0.0784,0.2809,0.1089,0.26523
0.08123,1.00E-04,0.09,0.0676,0.0036,0.1849
0.04,0.1936,0.02103,0.0841,2.50E-05,0.1849
0.0036,0.07563,0.00723,0.17223,2.25E-04,0.2116
0.03063,0.2916,0.01323,0.0729,0.09,0.17223
0.1296,0.1296,0.03803,2.25E-04,0.1521,0.2116
0.0169,0.1764,0.0576,0.0289,0.08123,0.00423
0.0025,0.0576,0.1089,0.15603,0.0081,0.18063
0.13323,0.0064,0.14063,0.14823,1.00E-04,0.1225
0.06503,0.0121,0.00563,0.03063,0.01,0.0324
0.0289,0.0036,0.10563,0.16,0.16,0.1369
0.0016,0.2601,0.0961,0.0036,0.00563,0.16
0.06503,0.0676,0.03803,9.00E-04,0.0169,0.0225
6.25E-04,0.04,0.0081,0.27563,0.0196,0.0841
0.0361,0.0081,0.0016,0.12603,0.16,2.50E-05
0.00723,0.0196,9.00E-04,0.21623,0.0016,0.17223
0.11903,0.09923,0.0025,0.28623,0.0144,0.03803
0.00303,0.01563,6.25E-04,0.18923,0.09,0.2809
0.04623,0.2116,0.17223,0.0025,0.08703,0.2704
0.00203,0.0256,0.1521,0.19803,0.0025,0.04
0.09923,0.1936,0.08123,0.07563,0.1681,0.1225
0.01103,0.01103,0.1089,0.05063,0.00203,0.05523
0.0576,0.1681,0.1089,0.1225,0.0081,0.0144
0.06003,0.0676,1.00E-04,0.1764,0.0144,0.0361
0.00203,0.0169,0.00423,0.04623,0.01823,0.18063
0.00563,0.09303,0.18063,0.10563,0.0625,1.00E-04
0.02403,0.05523,0.0025,0.04623,0.0144,0.01563
0.08123,0.0961,0.0576,0.22563,0.0036,0.27563
0.12603,0.0784,0.00303,0.0841,0.00123,0.19803
0.01,0.01103,0.0025,0.2116,0.01563,0.1521
0.00563,0.2401,0.08703,0.27563,0.01823,0.0064
0.10563,0.20703,0.0064,0.2209,0.0225,0.0729
0.08123,0.0676,0,0.1369,0.00723,0.24503
0.05063,0.27563,0.16,0.16,0.0361,0.02723
0.09,0.0225,2.25E-04,0.0441,2.25E-04,0.00423
0.0625,0.22563,0.00723,0.2401,0.02723,0.14063
0.07023,0.09303,0.11903,0.08123,0.00563,0.28623
4.00E-04,0.00203,0.0169,0.0676,0.04203,0.19803
0.00303,2.25E-04,0.0676,4.00E-04,0.01823,0.18923
0.06003,0.21623,0.1156,0.30803,0.0784,0.06503
0.1089,0.11223,0.00203,0.01563,0.1764,0.1936
0.14823,0.03803,0.0049,0.1849,0.09303,0.3025
0.0324,0.07023,0.1296,0.0225,6.25E-04,0.1024
6.25E-04,0.1764,0.00903,0.1936,0.04203,0.1849
0.08123,0.01103,0.18063,0.09,0.02403,0.18923
0.0016,0.06503,0.04203,0.12603,0.00903,0.02403
0.09923,0.28623,0.00303,0.2916,0.03423,0.2209
0.00123,0.0625,0.06503,0.26523,0.0256,0.29703
0.02403,2.50E-05,0.01103,0.0961,0.02103,0.29703
0.01323,0.10563,0.0484,0.2304,0.0625,0.0441
0.15603,0.1156,0.0784,0.14063,0.03423,0.03803
0.11903,2.50E-05,0.00123,0.18063,0.01823,0.02403
0.1024,0.05523,0.0484,0.14823,0.13323,0.16
0.01,0.04203,0.04623,0.08123,0.09303,0.0121
0.13323,0.2401,0.0324,0.09303,0.0196,0.01
0.11903,0.00423,0.06003,0.01823,1.00E-04,0.18063
0.1369,1.00E-04,0.17223,0.06003,0.0064,0.08703
0.1444,0.02403,0.09303,0.1849,0.01,0.2209
0.0064,0.2209,0.0484,0.0016,0.09,0.18923
0.04,0.0676,0.0036,0.2025,0.05063,0.02723
0.0025,0.0625,0.0049,0.13323,0.0049,0.30803
0.07563,0.03063,0.1681,0.15603,0.06503,0.2116
0.0729,0.08703,0.09303,0.2304,0.0049,0.02103
0.11903,0.0049,0.06503,0.26523,0.0676,0.0841
0.03803,0.18923,2.50E-05,0.0081,0.04203,0.06503
0.09303,0.2809,0.00723,0.0144,0.11223,0.0441
0.12603,0.09923,0.0361,0,0.0784,0.03063
2.25E-04,0.19803,0.0729,0.00563,0.1369,0.1225
4.00E-04,0.2304,0.0441,0.15603,0.01,0.0784
6.25E-04,0.21623,4.00E-04,0.1156,0.0676,0.10563
0.05523,0.01103,9.00E-04,0.2601,0.0361,2.25E-04
0.1089,0.0144,0.07023,0.0121,0.01823,0.2916
0.0064,0.20703,0.02723,0.24503,0.12603,0.0676
0.0529,0.11223,0.11223,0.0121,0.14823,0.0441
0.02723,0.18063,6.25E-04,0.25503,0.0025,0.14063
0.1024,0.18063,0.08703,0.01,0.07023,0.09
0.0484,0.02723,0.0016,0.1225,0.1089,0.00123
0.17223,0.2401,0.09923,0.09,0.0225,0.10563
0.0144,0.02103,0.03423,0.01563,0.01323,0.00723
0.01103,0.28623,0.0529,0.11223,0.04203,9.00E-04
0.0841,0.12603,0.10563,0.06003,0.06003,0.2704
0.0961,0.0144,0.04623,1.00E-04,0.02723,0.05063
0.0289,0.1089,0.0016,0.16,0.06003,0.2304
0.0036,0.1681,0.0784,0.00423,0.14063,0.09303
0.11223,0.0676,0.10563,0.1156,2.25E-04,0.25
0.0484,0.0484,0.0225,0.1936,0.1296,0.03423
0.18063,0.20703,0.06503,0.09923,0.1089,0.13323
0.07023,0.1089,0.01103,0.0625,0.0625,0.1849
0.16403,0.14823,0.02403,0.12603,0.0169,0.00563
0.17223,0.19803,0.17223,0.16,0.1089,0.30803
0.00903,0.09,9.00E-04,2.50E-05,0.1369,0.1369
0.17223,0.09303,0.11903,0.13323,0.1681,0.1849
0.09,0.0016,0.0676,0.1681,0.02103,0.1444
0.0441,0.05523,0.0256,0.08123,0.0256,0.3136
0.1521,0.04203,0.09923,0.28623,0.00563,0.2209
0.0049,0.1849,0.1521,0.00903,0.1156,0.1444
0.08123,0.21623,0.1024,0.0144,0.1764,0.05523
0.03803,0.1521,0.1024,0.00903,0.0784,0.10563
0.05063,0.02103,0.09,0.09303,0.13323,0.24503
0.0121,0.0081,0.0484,0.1681,0.00903,0.29703
0.09923,0.09923,0.0729,0.17223,0.08703,0.09
0.07563,6.25E-04,0.02403,0.12603,0.1764,0.0169
0.0961,0.06503,9.00E-04,0.28623,0.00123,0.04203
0.0121,0.26523,0.1521,0.0049,0.0841,0.0784
0.08703,0.18063,0.1024,0.20703,0.1089,0.01103
0.00203,0.03423,0.0049,0.2601,0.00723,0.00303
0.0676,0.2809,0.0025,2.25E-04,0.1089,0.04203
0.1521,0.1764,0.0484,0.0196,0.0484,0.0841
0.02403,0.1936,0.0025,0.0441,0.0144,0.07563
0.0729,0.1764,0.05063,0.09303,0.0064,0.0025
9.00E-04,0.05063,0.00203,0.08703,0.0081,0.0529
0.12603,0.27563,0.16403,0.10563,0.0016,0.01
0.0064,0.1936,0.0324,0.0484,0.02403,0.07563
0.06503,0.2916,0.02103,2.50E-05,0.01,0.2401
0.0121,0.01563,0.07563,0.09,0.0144,0.0784
0.11903,0.2304,0.06003,0.0841,0.1681,0.0841
0.0484,0.11903,0.04203,0.19803,0.11903,0.29703
0.0036,0.15603,0.0289,0.25503,2.50E-05,0.19803
0.0841,0.06003,0.00303,0.2304,0.16403,0.11903
0.03803,0.01563,0.1444,0.00303,0.00723,0.0256
0.02103,0.1521,0.06003,0.18063,0.0961,0.0841
0.0081,0.1225,0.00423,0.14063,0.0676,0.1521
